content,score
Yups,5
"Aplikasi nggak berguna , mau verifikasi aja tidak bisa..",1
Tolol bener mau masuk verifikasi kaga jelas,1
Stelah di upgrade jadi keren tampilan nya dan mudah utk dapat pekerjaan,5
ok,5
Baru menggunakan aplikasi...semoga membawa keberuntungan👍👍,5
PPPpppppp PPP pop 0upppppppp,5
Mantab dan semoga ada Rizki di aplikasi ini,5
Sangat baik,5
I can't login to my account. The captcha always said I didn't answer the question while I did. This is so bad.,1
aplikasi gajelas buat ferivikasi aja susah banget,1
nice,5
Bagus,5
Sangat membantu dalam mencari pekerjaan dan relasi 😉,5
Ruang lingkup yg luas 👍,5
APLIKASI AUTENTIFIKASI APA?? NOMOR VERIFIKASINYA MANA?? APAA SIHH. GA JELAS BANGET,1
Good,5
Verifikasi kode SMS nya lama banget tidak terkirim,1
Banyak info dan tokoh setelah di lihat,5
Bantu tingkatkan produk,5
Cara verifikasi yg sangat ribet menyebabkan susah log in,1
Terhubung dgn orang2 baru dan teman2 baru di seluruh Indonesia bah kan dunia,5
Aplikasi khontol,1
"Tiba2 g bs masuk lg,verifikasi ktp tp g bs verifikasi by web g bs",1
👏😊,5
Itu verifikasi ampe selusin kenapa ga bisa kedetect juga. Capek verifikasi manusianya anjir.,1
Ok,5
Saya suka,1
Dtw ke,2
KONT,1
Luar biasa,5
parahh,1
Login ga jelas eror mulu dan ngulang2 padahal keterangan sudah terverifikasi,1
"Aplikasi ini membantu saya menemukan relasi,dan klien . Saya mudah dihubungi lewat dm instagram ke bnep_b saya melayani pembuatan jasa undangan video berbasis web.",5
bagus,5
Bagus,5
"Ini gimana sih, udh berkali2 upload postingan gagal mulu. Tolong dong diperbaiki. Padahal jaringan ku lancar dan udh pake wifi juga. Tetep gamau",2
"Login aja susah, verifikasi gagal terus padahal udh bener, emng laen",1
"Verikasi sudah menggunakan identitas asli,,,email yang terhubung juga sudah kirim PIN,,,tetap gak bisaaaa,,,,gimana ini",1
"Aplikasi ini mempermudah saya dlm pencarian loker, trimakasih.",4
"Aplikasinya aneh wkwk login make google, dsuruh verifikasi keamanan hewan madep keatas masa salah terus, dan selalu gagal di percobaan yg terakhir, padahal sudah bener semua, alhasil mohon maap saya uninstall wkwk aneh jg",1
Good,5
Verifikasi Tolol,1
"Saya tidak bisa login melalui akun google, notifnya selalu ada kesalahan",1
"aplikasi gila, mau verifikasi aja dipersulit",1
Ok,5
Apk gak jelas verifikasi pake gambar orang Kota mana elu lahir bego,1
Perbaiki aplikasi anda.. Kendala login verifikasi yg terus berulang... Bintang satu untuk apk anda.,1
Xa,1
Tanya nomor identigikasi pribadi data bni tentang ke uangan bni tanda pkh nama muktadir di bni tanya jumlah ke ungan,5
"Ya allah stres gara"" sudah verifikasi bahwa anda manusia, Sudah selesai malah kode erorr terus maunya gimana sih min?????",1
😃😃🙂😃,5
Tolong Di permudah untuk login Ya Allah,1
Oh BB to use ni telp,5
Trimakasih.,5
Good,5
Lowonganya kelas dewa tok,5
Nice,5
Sangat memuaskan sekali...,5
"Ingin hapus download selalu gagal, ada yang bisa bantu hapus aplikasi ini dari perangkat hp saya. Tolong..🙏",1
Memulai dan ingin mengembangkan usaha ikan asap,5
Mantep,4
verifikasi identitas tidak kelar-kelar,1
Cukup bagus untuk mendapatkan info loker,5
"Akun gua malah di batasi,padahal GA ngapa in2",1
kreeeen,5
Keren,5
Ok,5
Verifikasi bikin ribett,1
Ok,5
Good,5
Terlalu bertele tele. Kebanyakan verifikasi dan ga jelas.,1
Untuk kuis keahlian adakan bahasa indonesia,4
"Apk gajelas, uda berkali kali verifikasi tp gabisa login. Hadehhh",1
Mantap,5
Good,5
Good,3
Ok,5
Good aplication busines,5
After update error login verification captcha!!,3
sulit login,1
Susah daftar,1
"Akun saya diretas, verifikasi tidak merespon, login tidak bisa, saya sangat kecewa.",1
"Gak jelas nh aplikasi, udh benar pilih gambar,tapi tetap aja ngulang mulu verifikasi nya",1
Bagus,3
Aplikasi yang sangat mendukung buar pencari kerja,5
Buruuuukkkk !! Bukannya mempermudah para pencari pekerja malah mempersulitnya gak otak !,1
"aplikasi yang kacau, katanya verifikasi sebagai manusia, setelah berhasil dilalui malahan ada catatan merah diatas ""verifikasi tidak berhasil"" aneh..mohon penjelasannya bos admin, berniat atau tidak anda membuat aplikasi ini ?",1
Good,5
Selalu menyajikan lowongan sesuai pengalaman,5
Good,3
"Verifikasi capcha nya error terus, padahal udah benar ngisinya",1
Terimakasih Linkedln kita bisa update masalah loker pekerjaan sehingga kita tidak binggung dalam mencari lowongan pekerjaan,5
VERIFIKASI GAJE,1
Okeee,5
verifikasi nya gak jelas,1
Jadi bisa tersambung dg orang2 profil bidangnya,5
response code nocaptcha anda tidak valid Fix that,1
Baguss dan sangt berguna untuk mencari pekerjaan,5
verifikasi captca salah trus.... gmana ni?! 🤦🏻,1
"Vertivasinya sangat susah lebih baik uninstall saja , masih banyak sosmed yg gampang",1
"aku dulu pernah bekerja di aban Abraham ship oildrilling deep sea aban Abraham aku dulu dinantikan hadir kembali oleh orang bernama vallery dia sangat berharap terus tapi saya dulu tidak di berangkat berangkatkan ke Singapore saya padahal sangat suka bekerja di aban Abraham sampai sekarang saya menunggu terus perintah dari PT. yg merekrut ku tpi di jailin oleh orang dari PT. Tersebut, padahal vallery dari pihak aban Abraham menunggu hingga kini. Kapan dan bagaiman aku bisa kontak dg vallery",5
"Woi lah buat login aja susah buat human verifikasinya. Apps nya mulai rusak, tolong perbaiki",1
Good,5
Useful app,5
"Ini LinkedIn kenapa si mau login aja selalu gagal, udah Verifikasi berkali kali masih aja ga bisa login, cuma diulang ulang terus milih gambar gajelas. Padahal udah muncul notifikasi ""verisikasi berhasil"", malah disuruh milh gambar lagi, mana udah berkali kali tetep gabisa!",1
ga niat buat aplikasi ya min?,1
respon cepat,5
Minta tolong Developer apk nya tidak bisa untuk di login!!,1
Excelent,5
verifikasi salah mulu. sampah,1
Parah. aplikasi Linkedin benar benar tidak aman. Akun saya kena Hack dan rekening saya terdebet utk trx yang tidak saya lakukan.,1
Bagus,4
"Ngerjain org ! verifikasi smpe sejam dh slesai ,tapi d ulang "" terusss ,jelek banget aplksi nyaaaaaaaaaa ❗❗❗",1
Semoga ajbdengan ada aplikasi Linkedln mempermudah mencari pekerjaan yg sesuai good,5
Asu gabisa login. Padahal verifikasi udah bener tapi malah ngulang terus asu,1
Mantap,5
Good bye,1
"Ma, nt, ap",5
Good,5
Penghubung jaringan,5
Verifikasinya bikin gila,1
Mantap,5
"Verifikasi apa coba gak jelas login ya tinggal login apa susahnya ribet amat1 jam gak masuk masuk , verifikasi terus tebak gambar",1
"Bagus,menambah wawasan dunia usaha,terima kasih",4
Verifikasi tidak jelasssss,1
Mantap,5
sangat buruk,1
login sudah kebanyakan bla...bla... akun di hack lagi,1
"Verifikasi kacau, mau bener atau ngasal pasti di awal benar tapi pas gambar terakhir salah",1
Saya tidak bisa login sama sekali setiap gambar terakhir yang saya klik selalu salah,1
"Bikin akun ga bisa bisa payah, susahnya minta ampun aplikasi eror Mulu. Padahal data yang dimasukkan benar",1
"Sumpah saya kira saya aja yang ngk bisa login, please lah di perbaiki bug nya",1
Verifikasi brengsek dikerjain sama gambar binatang...parahhh,1
Ok,5
"Loginnya sulit, udh setengah jam lebih ngabisin waktu buat isi keamanan doank.. Mau di website atau di apps sama smua",1
App.. LinkedIn.. Dta abay f 88 dts.. Moga lebih baik dlm sistem android red Makasi.. By hambha dhaife,5
"Verif gajelas, captcha trus trusan sampe 1 jam",1
Good,5
Alhamdulillah,5
Bagus,5
GAJELAS ANJIR VERIFIKASI ULANG MULU!!!!!!,1
Mau login ga bisa bisa... Bad,1
Verifikasi tidak jelas,1
Woi ini kenapa akun gue ga bisa login2. Bisa ga kalau login itu dibuat simple aja. Ini dibuat verivikasi udah bener gue isi ga bisa login2. Stress lama lama.,3
Verifikasi Indetitas dibagian KTP padahal sudah sesuai ketentuan tapi kenapa tulisannya. Terjadi masalah coba lagi udah diulangin beberapa kali masih tetap sama,1
Verifikasinya nyusahin. Udah di-klik gambar yang benar muncul notif kode noCaptha Anda tidak Valid atau belum diisi. Dicoba login dengan tebak angka sama aja di alihin ke tebak gambar.,1
Verifikasi gk jelas,1
Tidak bisa di instal,1
Sangat bermanfaat bagi saya,5
Mantap,4
Aplikasinya kurang mendukung,2
"Sangat buruk, akun saya terkena hack. Bagaimana bisa? Seharusnya aplikasi sebesar ini bisa menangani hal-hal seperti ini, belum lagi mengganti password yang sulit. Terlalu ribet",1
Tidak Bisa Hapus Akun,1
"Apa cobak, abis update malah gabisa dibuka samsek",1
"Aplikasi mempersulit, mau login aja susah, udah di masukan identitas dan udah jelas gambarnya masih gagal. Harus di antar ke kantor langsung kah?",1
Tidak bisa verifikasi mohon segera di perbaiki terimakasih,2
GAK GUNA SAMPAH,1
Aplikasi yang bermanfaat untuk mencari pekerjaan.,5
"recaptha udah berhasil, tapi malah ngulang terus sampe 20 kali. alhasil kesel saya uninstall saya kasih bintang 1",1
"Verifikasi capcha nya bikin stres, tolong dong di benerin, padahal udah bener pilihanya, masih di ulang2 aja",1
Ga jelassssssssssss,1
Ini aplikasi kena hack apa gimana yak? 2 hari nyoba buat login stelah verifikasi ktemu nya malah ganti2 sandi doang aneh,1
"Verifikasinya gak jelas, sudah berkali kali tetep aja gagal, mempersulit untuk login",1
Nice,5
"Luar biasa aplikasi ini, sangat puas menggunakan",5
Ok,5
Terima Kasih sangat membantu.,5
Sangat baik,5
Saya tidak bisa login akun. Susah sekali skarang login g kayak dulu lagi.,1
good,5
Good,5
Goood,5
Belum oke,1
Berikan yang terbaik,5
Good,4
Good,5
Blm tau carapake,5
Ga ada panggilan meski pakai promo..,1
Bagus,5
Baru login aja sudah error👎,1
Aplikasi kayak asu cuma login susah amat,1
Saya pasti bisa jadi programmer,5
Login susah benerr jadi lucu ini aplikasi,1
"Saya mau login, saya lupa sandi akun saya. Otomatis saya mengikuti prosedur. Disaat minta kode lama banget, terus ke ulang lagi dari awal. Aplikasi tidak jelas.",1
BAGUSLAH,5
Mohon maaf untuk login aja verifikasi mulu ga selesai selesai bingung bat ini apk knp sih.. captcah eror mulu,1
"Verifikasi sangat tidak jelas. Padahal sudah muncul keterangan ""verifikasi selesai,anda telah membuktikan bahwa anda manusia"", tapi malah muncul ""eror noCAPTCHA anda tidak valid atau belum di isi"". GAK JELAS, BROKEN APP",1
Tidak bisa melewati tahap verifikasi,1
Mantap,4
Ada masalah di verifikasi nya ya tolong di perbaiki segera:),1
"Mau login susah bgt. Verifikasi pk suara dh dilakuin, udh bener pdhl tp malah diminta verif lg. Yg dulu gk ky gni bgt!!!!!!!!",1
Amazing apps,5
Gk bisa login,1
Umpama,5
Semoga bermanfaat,3
Masih Belum Paham Dengan Semua Fitur Dan Penggunaan Aplikasi ini..,3
Baru coba,4
Ok,5
Verifikasi sudah diisi tetapi gagal terus,1
Mau verifikasi susahnya minta ampun,1
Bagus,5
Ngelooping data verifikasi,2
Mayan,4
Ok,3
G*×,5
"Verfiikasinya pdhal bener, udh bolak balik nggk bisa login² maaf kau uninstal aja 😌",1
Ok,5
Josss,5
Sangat bermanfaat untuk akun domain pribadi,5
Susah buat log out dari aplikasi nya.,1
Ini sangat agus sekali,5
Aku beri reting bintang lima,4
Susah bgt dapetin kode verifikasi 😤,1
"verifikasi nomor kodenya ga muncul muncul, sampe akhirnya nomornya gabisa di daftarkan. kenapa coba, baru juga daftar udah susah begitu",1
Ok,5
⁸8⁸⁸⁸⁸⁸8⁸888⁸⁸⁸8⁸⁸⁸⁸. m,3
Sulit banget loginnya kenapa ya..? udah ganti gmailpun juga masih nggak bisa login. Harus verifikasi data padahal sudah kirim ktp masih tetap muncul verifikasi data terus,1
Sebenarnya ga minat .berhubung sdh ada bawaan hp samsungj4 plus mau ga mau ..kadang pengen unsistal .ga mau update . Paling seperti yg sudah sudah perusahaan hanya buruh yg umur 25th /kepepet 30.tok.yg diatas 🗑 kenapa sih perusahaan yg ada di indonesia sukanya max 25 th .padahal usia 31+pengen kerja biar punya modal.aja sulit.liat dong diluar negeri ada ibu2 aja kerja dipabrik kok. Sini seneng yg muda2 tok. Hrd pea bgt padahal hrd juga umur tua2 ngak ngotak.hrd ganti 20 th aja smua,1
"Keren👍, verifikasi nya sangat gampang dan tidsk rumit. Cocok untuk orang yang sedang darah rendah auto darah tinggi👌",1
Semoga,4
Mantap,5
"Gak jelas, aku mau daftar susah",1
"Kegunaan aplikasih ini buat apa sih? Serius nanya, soalnya kaga paham.",1
Aneh tiap ngisi captcha udah bener tapi outputnya salah mulu hadeuhh gimana ini ko gitu terus yaa kirain udah dibetulin bug nya eh malah masih kaya gini,2
Bad!! Terjadi kesalahan terus,1
"Coba dlu,",1
Keep up a good work,4
Good job,5
LinkedIn ini bagus ga?,3
Ok,5
Good,5
Saya beri 5 bintang karena baik untuk di gunakan.,5
Xilum.oxofl KK C mmm,5
Delete aja.. verifikasi aja susah amat,1
Mentok teka teki capcha aja sih selebihnya... Ngga ada lebihnya,1
Ok,4
Mantap,5
Baru jg download.... Verifikasi nomor telp aja ribetnya ya Tuhan..,1
☻︎㋛︎☻︎,5
. 🥑o🟧z a sao Selamat. ####9,5
Kapan bisa terealisasi.. terima kasih.,5
"Captcha Error , Can't login",1
Verifikasi manusia apa alien?,1
Ok,4
Dasar aplikasi aneh mau masuk di persulit sama verifikasi nya sendiri,1
Verifikasi udah benar-benar dan ngulang terus. Ini sistem maintenance atau gimana ya ??? Mau login aja susah banget.,1
Sipil engineering,5
Bagus,4
Good,5
Bad recaptcha verification,1
anjir lah,1
Kurang memuaskan,2
Saya suka aplikasi ini,5
"LinkedIn keep crashing, the application auto closed each time its started.",1
Nice,5
"Sangat membantu promosi produk usaha, hebatnya gratis",5
mantap utk keuang,5
Verifikasi teka teki gak muncul.,1
ok,5
Bintang satu dulu saya kasih..,1
Semoga berkah aamiin,5
Okelah kalo begitu mantap keren banget bos,5
too difficult to pass in selecting picture for passing verification eventhough password is correct,1
Mantap,5
Baik,5
Banyak,5
Error melulu,1
Good Apps,5
Ganti merek dong intil,1
Ok,5
ngstck tolol,1
Ok ok ol,4
Bagus sangat membantu informasi pencari kerja,5
Aplikasi bagus sekali dan sangat membantu,5
Bagus,3
"Verifikasi gak ngotak, udah benar masi aja verifikasi",1
Ok,5
Goooood,5
Verifikasi chapta udah bener tapi ngulang terus gk selesai selesai.,1
Capek asik verifikasi truss,1
Tidak bisa login,1
"tiba"" akun dibatasi, GAJELASS bangett!",1
Verifikasi nya gimanaaa :( lagi butuh buat ngerjain tugas lagi pusing tambah pusing dah :',5
good,5
Untuk,4
Less,2
",s! jl di Panjaitan 4l k. Llllll e g5yyyyylorwret ye jin",1
Proses melamar susah ribet,1
Bagus,5
Sya usulkan untuk bagiab verivikasi diganti saya pakr mobil atau motor atau benda lain yang jelas... krn yg ada skrg manusia pintar ber iq tinggi pun tdk sanggup menyelesaikan verifikasi jangan menyulitkan pelanggan baru dgn verifikasi yg aneh2....sy sdndiri sudh coba verifikasi belasan kali tetap tdk bisa karna gambarnya kura2 tdk jelas,1
Verifikasi captcha terus diulangi padahal pilihan sudah benar. Susah login,1
Ok sangat membantu sya menemukan loker di daerah saya,5
Apk nya ga jelas udh login pke email trs udh verifikasi pke captcha minta verifikasi pke ktp juga udh msih ga bisa masuk bikin emosi aja respon dong,1
"Parah, verifikasi captcha gagal terus. Mending pake website",1
Optimal,5
Susah untuk membuat akun,1
Verifikasi macam apa ini gagal terus !!!!,1
👍,5
Tadi coba masuk akun lagi tapi diminta verifikasi terus captchanya nggak muncul kan ngeselin. BYE LINKEDIN!!,1
Aplikasi pencuri data identitas.di suruh verifikasi identitas KTP.setelah di ambil.mala akun di block.,1
Ok,4
Aku suka apl ini,5
Ok,5
"Ngapa susah bgt si daftar doang et, verivikasi bukan robot lah, gila apa ya pantes aja bnyk yg rate bintang 1, eleuh",1
Bekerja di toko sembako,5
"I rarely use Linkedin, since I no longer work at HEPP, but I suggest you explore more if you find a lot of benefits on the network",5
Bagus,5
Wow amazing,5
Okay 👌,5
"apaan..mau masuk lg gak bs,ngisi chapcta gagal terus..kocak",1
Kek fesbuk.,5
"Padahal sdh benar memilih gambar yg menghadap ke atas, tp diulang-ulang terus",1
Mw.,1
Linkedin memang mantaaaap,5
Ok punya,5
Good,5
Diklik daftar lewat fb ga bisa bisa...macet di depan terus di tempat login ga bisa masuk,1
Play pii,5
Ok,5
GK bisa login,1
Mantap,5
Okey,5
Selalu,5
Good,5
"Saya malas linkedIn kalo saya masih anak mudah, baru Dewasa dengan sudah besar",1
lul,4
"Aplikasi terbaik saya sering dan selalu mendapat panggilan kerja dengan aplikasi ini, terimakasih Linkedin",5
Keren bngt,5
Ok banget.!!!,5
Good,5
Membantu,4
Great,5
Mantap,5
masih saya butuh dengan hak saya buatu satu tujuan di dalam kantor yang trsedia dan saya masih bingung dengan satu email,4
1245⁵4`11,1
"Masyaallah, Niat mau download buat cari kerja malah bikin emosi ni App, Verifikasinya dari pagi sampai sore enggak masuk2",1
Hoax,1
"Saya mauu ngasih tau buat pengguna baru seperti saya,saya ingin memberitahukan masalah² yg ad di LinkedIn yaitu Untuk Loginnya ribet,code verifikasi kgk masuk akal/lama smpe lumutan,untuk code verif kgk muncul² lain kali untuk pihak LinkedIn saya harap bisa diperbaiki masalah² yg terjadi sekarang ini sekian terimakasih...👍",1
Sudah pilih metode login pakek google setelah pilih akun tidak terjadi apa-apa alias tidak masuk akun. Sudah beberapa kali coba sama saja,2
Masih dlm tahap pembelajaran,5
Gagal Verifikasi mulu Oyyy,1
Good app,5
Apk gk guna sumpah,1
Kenapa LinkedIn tidak bisa download foto??,1
Baik,5
Muantul bro,5
Ok,5
"Gak guna, buat akun baru lama amat. Gak guna jadinya",1
Alhamdulillah,5
AQ kasih dua bintang dulu.klau bagus AQ tambahin bintang nya deh,2
an application that has a different color from other social media,5
"Verifikasi captcha uda bener, tapi ngulang terus""an verifikasi lagi, jadi gak kelar"", uninstall aja lah. The captcha verification was success but it keep going asking the captcha again and again. Uninstall it.",1
Mantap,5
"Thank you,, aplikasi ini benar2 membatu...",5
"Sangat buruk , di batasi akun saya dan saya coba masuk bbrp kali namun tidak berhasil , g ada alasan apapun bahkan jarang di gunakan , respon dari pusat bantuan g jelas ... Tidak d sarankan",1
Bisa mulis artikel sekarang di linkedin,5
